Discovery and Parsing time	Parsing time	Ontology instantiation time	Triples numbers		Initial execution	18,34048353	1118
64,18776733	0,031232295	0,054475537	30248				
64,29892438	0,027977034	0,054243985	30289				
64,41699244	0,029267479	0,0601826	30337				
64,52453908	0,028423956	0,052081743	30381				
64,63454301	0,027867529	0,054296799	30426				
64,74430144	0,027950187	0,051025793	30471				
64,85749432	0,028655043	0,058009762	30516				
64,97046913	0,02826098	0,050606209	30560				
65,08050145	0,028061138	0,05382863	30608				
65,19249662	0,028805737	0,054385785	30653				
65,30785678	0,029886609	0,057141597	30701				
65,45749757	0,065661076	0,056162472	30745				
65,57515411	0,033113607	0,055390221	30786				
65,68732002	0,029476067	0,053294573	30830				
65,79963427	0,028447562	0,05548948	30874				
65,9140113	0,029413138	0,057244691	30914				
66,02237384	0,028789254	0,051120635	30959				
66,13059164	0,027669454	0,054138649	31003				
66,23948453	0,02724448	0,055287244	31051				
66,34969975	0,027642006	0,055770468	31095				
66,46397528	0,031783599	0,054543898	31139				
66,57156433	0,027973529	0,05142442	31184				
66,68511503	0,028576449	0,058038685	31229				
66,79715007	0,031584215	0,053089105	31270				
